blocks_dims,blocks_dropout,mlp_hidden_dims,mlp_activation,mlp_dropout,mlp_batchnorm,mlp_batchnorm_last,mlp_linear_first,embed_dropout,lr,batch_size,weight_decay,optimizer,lr_scheduler,base_lr,max_lr,div_factor,final_div_factor,n_cycles,val_loss_or_metric
"[200,200,200,200]",0.5,"[100,50]",relu,0.5,False,False,False,0.1,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,38.78532507480719
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,512,0.0,AdamW,OneCycleLR,0.001,0.03,25,1000.0,5.0,38.81094810290215
same,0.1,auto,relu,0.1,False,False,False,0.0,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,39.02618642953726
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,39.27155085532896
"[200,200,200,200]",0.5,"[100,50]",leaky_relu,0.5,False,False,False,0.0,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,39.308307060828575
"[200,200,200,200]",0.5,"[200,100]",relu,0.5,False,False,False,0.1,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,39.39843926062951
same,0.1,auto,relu,0.1,False,False,False,0.0,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,39.61965556022449
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,512,0.0,Adam,OneCycleLR,0.001,0.03,25,1000.0,5.0,39.64620590209961
"[200,200,200,200]",0.5,"[100,50]",relu,0.5,False,True,False,0.0,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,39.68086071503468
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,39.79318509255686
"[200,200,200,200]",0.5,"[100,50]",relu,0.5,False,False,False,0.0,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,40.78985957610301
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,64,0.0,Adam,OneCycleLR,0.001,0.05,25,1000.0,5.0,40.95888392863536
"[200,200,200,200]",0.5,"[100,50]",relu,0.5,False,True,False,0.0,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,41.223645968314926
"[50,50,50,50]",0.1,"[50,50]",relu,0.1,False,False,False,0.0,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,42.636607145651794
same,0.1,auto,relu,0.1,False,False,False,0.0,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,42.96776703076485
same,0.1,auto,relu,0.1,False,False,False,0.0,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,43.20654673454089
"[200,200,200,200]",0.5,"[100,50]",leaky_relu,0.5,False,False,False,0.0,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,43.65329263149164
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,64,0.0,Adam,OneCycleLR,0.001,0.01,25,1000.0,5.0,43.88770526435383
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,64,0.0,Adam,OneCycleLR,0.001,0.03,25,1000.0,5.0,43.932080166239565
same,0.2,auto,relu,0.2,False,False,False,0.0,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,46.56148494818272
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,64,0.0,Adam,OneCycleLR,0.001,0.01,25,1000.0,5.0,47.4315846668478
"[200,200,200,200]",0.4,"[200,100]",relu,0.4,False,False,False,0.0,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,47.512169422247474
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,64,0.0,Adam,OneCycleLR,0.001,0.03,25,1000.0,5.0,47.72183450294544
same,0.2,auto,relu,0.2,False,False,False,0.0,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,48.30866984831981
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,64,0.0,AdamW,OneCycleLR,0.001,0.05,25,1000.0,5.0,48.76174111119366
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,64,0.0,AdamW,OneCycleLR,0.001,0.03,25,1000.0,5.0,51.14031494319632
"[200,200,200,200]",0.4,"[200,100]",relu,0.4,False,False,False,0.0,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,51.24536450703939
"[100, 100, 100]",0.1,None,relu,0.1,False,False,False,0.0,0.0004,64,0.0,Adam,OneCycleLR,0.001,0.03,25,1000.0,5.0,52.39425956084119
"[50,50,50,50]",0.1,"[50,50]",relu,0.1,False,False,False,0.0,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,55.85005334707407
